Age,Job,Marital,Qualification,Default_Premium,Health_Insurance,General_Insurance,Contact,Month,Last_Contact_Day,Last_Contact_Duration,Contacts_During_Campaign,Previous_Contact_Days,Contacts_Before_Campaign,Previous_Outcome,Employement_Rates,Price_Variation,Consumer_Confidence_Index,Insurance_Rate,No_Employees,Client_Subscribed
54,9,1,3,0,2,2,0,7,4,46,1,999,0,1,-0.1,94.15297641,-44.09529087,2.512229954,5120.68671,0
40,0,2,1,0,0,0,0,7,4,59,1,999,0,1,-0.1,93.54722308,-46.85482982,5.855363587,5165.825037,0
35,0,1,4,0,2,0,0,7,4,94,1,999,0,1,-0.1,93.75462434,-41.37159759,3.098412911,5078.712796,0
32,7,1,1,0,0,0,0,7,4,79,1,999,0,1,-0.1,92.1806298,-40.93430955,4.701702187,5207.198705,0
31,0,2,1,0,2,0,0,7,4,79,1,999,0,1,-0.1,93.49513449,-43.09202302,3.147487036,5186.62984,0
31,0,2,1,0,2,0,0,7,4,66,1,999,0,1,-0.1,92.84334478,-45.69144078,4.342228915,5146.775598,0
35,9,1,4,1,0,0,0,7,4,698,1,999,0,1,-0.1,94.09032347,-43.54767136,1.605651013,5188.976501,0
35,9,1,4,1,2,0,0,7,4,108,1,999,0,1,-0.1,93.65817758,-34.03218818,1.643721522,5285.92034,0
33,7,1,1,0,2,0,0,7,4,694,2,999,0,1,-0.1,93.6732033,-42.21630536,1.661112269,5254.308558,1
45,4,1,0,0,2,0,0,7,4,363,1,999,0,1,-0.1,93.54985189,-42.19373907,4.487505126,5131.533595,0
31,0,2,1,0,2,0,0,7,4,242,1,999,0,1,-0.1,92.92426054,-46.63160456,4.509144726,5106.77198,0
47,3,1,5,0,2,0,0,7,4,87,1,999,0,1,-0.1,93.59789038,-45.6793869,3.479958161,5110.248507,0
49,1,1,0,1,2,0,0,7,4,52,1,999,1,0,-0.1,93.38372074,-41.52376426,1.712250769,5064.087311,0
28,6,1,4,0,2,0,1,7,4,20,1,999,1,0,-0.1,93.60993765,-39.15744807,3.811124681,5074.668052,0
35,9,1,4,1,2,0,0,7,4,337,1,999,0,1,-0.1,93.84174942,-42.24929489,3.231600564,5265.761038,0
58,4,0,1,0,2,0,0,7,4,308,1,999,1,0,-0.1,93.76494178,-36.85412841,3.6066759,5133.236983,0
37,0,1,4,0,0,0,1,7,4,274,1,999,0,1,-0.1,94.26322293,-38.66536949,6.481130277,5071.857121,0
30,7,1,3,0,0,0,0,7,4,84,1,999,0,1,-0.1,94.96101146,-38.59398151,1.859886404,5251.555591,0
40,0,2,1,0,0,0,0,7,4,631,1,999,0,1,-0.1,92.90414324,-43.48793548,4.338347227,5075.551399,0
33,7,2,1,0,0,0,0,7,4,244,1,999,0,1,-0.1,93.47389512,-55.31953532,3.482033092,5175.515062,0
36,7,1,4,0,2,0,0,7,4,86,3,999,0,1,-0.1,93.09011236,-30.38746703,8.613770719,5055.256559,0
55,0,1,4,0,0,0,0,7,4,123,2,999,1,0,-0.1,93.18492367,-42.45701998,3.139910834,5174.965032,0
29,4,1,0,0,2,0,0,7,4,117,2,999,0,1,-0.1,93.33627102,-39.79610829,3.83151221,5205.887536,0
40,0,1,0,0,2,0,0,7,4,186,2,999,0,1,-0.1,92.91255078,-44.18830316,4.401711901,5383.862873,0
32,9,1,1,0,2,0,0,7,4,352,4,999,0,1,-0.1,94.56750843,-44.13547934,3.707381133,5104.296348,0
32,4,2,3,0,2,0,0,7,4,39,4,999,0,1,-0.1,93.67547108,-51.23310364,0.799315866,5190.055581,0
36,1,1,0,0,2,2,0,7,4,325,2,999,0,1,-0.1,93.26270809,-40.71832185,3.639430763,5206.880749,0
51,6,0,4,0,2,0,0,7,4,670,1,999,0,1,-0.1,94.32027399,-40.2301906,5.035734056,5133.403342,1
48,0,2,0,1,0,0,0,7,4,340,2,999,0,1,-0.1,93.23244726,-37.36056498,3.139320591,5133.256457,0
42,2,2,4,0,2,0,0,7,4,145,2,999,0,1,-0.1,94.46774316,-36.10057999,3.43120449,5250.269644,0
32,2,1,1,0,2,0,0,7,4,100,1,999,1,0,-0.1,93.227399,-43.11282782,4.81171921,5111.467755,0
42,0,2,4,0,0,0,0,7,4,72,1,999,0,1,-0.1,93.65793688,-36.68715354,5.703251398,5085.606043,0
34,9,1,1,0,2,0,1,7,4,53,1,999,0,1,-0.1,94.08342496,-32.39530867,2.705833243,5123.439876,0
32,2,1,1,0,2,0,0,7,4,190,1,999,0,1,-0.1,93.95024872,-36.33680034,4.051990189,5147.443676,0
33,9,1,4,0,0,0,0,7,4,200,1,999,0,1,-0.1,94.10338383,-42.00330577,3.87532692,5248.166473,0
35,0,1,0,0,2,2,0,7,4,47,1,999,0,1,-0.1,93.27751532,-45.62939825,3.480860175,5224.21271,0
38,2,1,3,0,2,0,0,7,4,388,3,999,0,1,-0.1,93.12932293,-47.25209557,2.715577751,5268.960402,0
36,4,1,4,0,0,0,0,7,4,498,1,999,0,1,-0.1,93.11254836,-34.31066907,3.561862637,5056.122633,0
34,7,2,1,0,2,0,0,7,4,149,2,999,1,0,-0.1,94.08141488,-42.70672675,3.536731131,5209.716421,0
37,4,2,4,0,2,0,0,7,4,171,1,999,1,0,-0.1,92.72976709,-43.86028522,1.832750134,5176.74268,0
34,9,1,1,0,0,2,0,7,4,561,1,999,0,1,-0.1,94.13002486,-37.9185308,2.49337782,5178.407196,1
33,2,1,0,1,0,0,0,7,4,636,1,999,0,1,-0.1,92.74964147,-50.04359597,5.496819222,5083.054062,0
37,1,1,0,0,2,0,0,7,4,357,1,999,0,1,-0.1,93.08911814,-40.50264156,2.24596567,5200.915817,0
39,0,1,1,0,0,0,0,7,4,138,1,999,0,1,-0.1,93.63580063,-36.21127374,1.844105691,5236.856447,0
36,0,2,4,0,2,2,0,7,4,118,1,999,0,1,-0.1,93.95867135,-37.488599,7.755166232,5242.447621,0
36,0,2,4,0,0,0,0,7,4,149,1,999,0,1,-0.1,94.18127375,-40.27125944,2.05398294,5142.877261,0
43,0,2,1,0,0,0,0,7,4,1011,1,999,1,0,-0.1,93.70785643,-43.64752953,1.807308675,5210.796272,1
29,7,2,1,0,2,0,0,7,4,402,1,999,1,0,-0.1,93.02668389,-33.29681719,6.487096872,5129.329059,0
36,0,2,4,0,0,0,0,7,4,154,1,999,0,1,-0.1,94.03924034,-39.2428221,2.21131199,5260.937914,0
56,5,2,4,0,2,0,0,7,4,68,1,999,0,1,-0.1,93.82810812,-34.64911226,3.685114368,5116.58359,0
46,1,1,0,0,0,0,1,7,4,66,2,999,0,1,-0.1,93.67362373,-37.73300198,6.099307466,5122.430958,0
38,1,1,3,0,2,2,0,7,4,87,2,999,0,1,-0.1,93.36703832,-38.61981641,2.361770185,5138.714289,0
45,3,1,1,1,0,0,0,7,4,289,3,999,0,1,-0.1,93.88319283,-48.07189907,3.990171725,5181.359888,0
35,1,1,1,0,2,0,0,7,4,661,1,999,0,1,-0.1,93.20836865,-41.47770935,5.313420358,5083.184176,0
36,2,2,4,0,2,0,0,7,4,95,1,999,0,1,-0.1,92.87079782,-37.75362049,7.282972907,5050.789706,0
35,7,1,4,0,0,0,0,7,4,270,1,999,0,1,-0.1,93.4899714,-38.56607862,2.895510067,5290.852202,0
36,2,2,4,0,2,0,0,7,4,142,1,999,0,1,-0.1,93.28282613,-42.08358938,6.500451456,5200.234171,0
32,7,1,1,0,2,0,0,7,4,74,1,5,1,2,-0.1,93.86339851,-46.70307601,5.90314178,5155.723456,0
44,0,2,4,0,0,0,0,7,4,60,1,999,0,1,-0.1,94.47227842,-36.44843205,2.139047309,5109.183709,0
47,9,1,4,0,0,0,0,7,4,258,1,999,1,0,-0.1,94.11617888,-37.2637955,5.305435672,5008.641117,0
32,7,1,1,0,0,2,0,7,4,222,1,999,0,1,-0.1,94.12324972,-42.10654193,0.340388629,5097.807994,0
44,0,2,4,0,2,0,0,7,4,132,1,999,0,1,-0.1,93.50727946,-47.41462793,5.566733059,5171.372819,0
34,6,1,3,0,2,0,0,7,4,103,3,999,1,0,-0.1,94.06754552,-44.15786712,3.378644322,5200.447344,0
46,4,0,1,0,2,2,0,7,4,122,2,999,0,1,-0.1,93.58566225,-39.70236008,1.742234068,5164.956501,0
51,0,1,4,0,2,0,0,7,4,93,1,999,0,1,-0.1,94.83358326,-34.20933274,5.518055407,5355.695594,0
31,9,2,4,0,2,0,0,7,4,133,1,999,0,1,-0.1,95.0440328,-43.05361957,2.542496471,5284.054438,0
36,1,1,1,0,2,0,0,7,4,40,1,999,0,1,-0.1,93.45255272,-39.42256457,3.356211485,5175.396368,0
34,4,2,1,0,0,0,0,7,4,292,3,999,0,1,-0.1,92.6678977,-37.39420876,1.03420083,5052.646482,0
35,0,1,4,0,2,0,0,7,4,654,2,999,0,1,-0.1,94.25499751,-41.83245813,7.541695888,5123.461287,1
41,0,1,4,0,2,0,0,7,4,58,1,999,0,1,-0.1,93.31937525,-48.50210225,1.62365836,5123.751019,0
30,1,1,0,0,2,0,0,7,4,63,1,999,0,1,-0.1,93.56293325,-41.16077829,7.480204474,5082.469513,0
31,4,2,4,0,2,0,0,7,4,424,2,999,0,1,-0.1,92.83771222,-44.52080823,4.870613504,5221.614518,1
54,9,1,0,0,0,0,0,7,4,198,3,999,0,1,-0.1,93.85178975,-37.18532484,2.859779637,5038.712766,0
55,0,1,4,0,2,2,0,7,4,63,1,999,0,1,-0.1,93.8122625,-33.63066976,4.896269587,5095.057116,0
35,1,2,3,0,2,2,0,7,4,51,1,999,1,0,-0.1,94.17281576,-46.33174082,4.727525239,5178.775347,0
36,2,2,4,0,2,0,0,7,4,911,1,999,0,1,-0.1,93.33069094,-39.74259433,4.30510325,5071.261533,1
41,0,1,4,0,0,0,0,7,4,392,1,999,1,0,-0.1,94.07489315,-35.242538,1.843582197,5157.999776,0
38,0,1,0,0,2,2,0,7,4,122,2,999,0,1,-0.1,94.34379309,-35.64095302,7.519441296,5135.235056,0
36,2,2,4,0,2,0,0,7,4,998,1,999,0,1,-0.1,93.23474638,-38.77605488,5.579125755,5259.289291,1
32,9,1,4,0,2,0,0,7,4,405,2,999,0,1,-0.1,94.46554737,-41.6956502,3.472642827,5173.79267,0
38,1,0,1,0,2,2,0,7,4,291,1,999,0,1,-0.1,93.10365381,-35.88396258,5.237482733,5231.547164,0
53,1,1,0,0,0,0,0,7,4,137,1,999,0,1,-0.1,93.35637565,-35.46478693,4.19725583,5214.843739,0
45,0,1,1,0,2,0,0,7,4,90,1,999,1,0,-0.1,93.1787506,-43.16894772,3.288093713,5212.838791,0
39,6,1,0,0,0,0,0,7,4,46,1,999,0,1,-0.1,92.2501936,-41.65696672,1.388519288,5100.966371,0
32,1,2,1,0,1,1,0,7,4,77,2,999,0,1,-0.1,92.76096723,-34.82118008,1.226316282,5287.942748,0
29,4,2,4,0,0,0,0,7,4,802,1,999,0,1,-0.1,93.47254292,-39.84885787,0.58532454,5324.220274,1
40,1,1,0,0,2,0,0,7,4,1057,1,999,0,1,-0.1,93.40447976,-46.86537636,1.980332408,5186.544979,1
36,0,1,4,0,0,0,0,7,4,64,1,999,0,1,-0.1,93.71932967,-48.41750069,3.777919575,5107.926314,0
51,2,1,4,0,0,0,0,7,4,87,2,999,1,0,-0.1,93.92540457,-35.65655267,6.107368183,5176.026685,0
31,4,1,4,0,2,0,0,7,4,196,1,999,0,1,-0.1,94.12417708,-41.05673741,0.701338988,5176.535258,0
32,1,1,0,0,0,0,0,7,4,161,2,999,0,1,-0.1,93.47436667,-48.35228782,1.606706773,5137.950455,0
34,4,1,4,0,2,0,0,7,4,96,1,999,0,1,-0.1,93.19052915,-30.77436334,0.475391542,5220.961076,0
56,5,1,0,0,0,0,0,7,4,75,1,999,0,1,-0.1,94.12404188,-53.58396484,5.165897919,5231.420593,0
35,3,0,0,0,0,0,0,7,4,60,1,999,1,0,-0.1,91.97240367,-49.14757995,3.962691204,5135.674547,0
35,3,0,0,0,2,0,0,7,4,69,1,999,0,1,-0.1,93.83647081,-36.36667228,5.468096413,5095.039931,0
33,10,1,0,0,2,0,1,7,4,41,1,999,0,1,-0.1,93.63210995,-44.76804275,0.498082498,5149.730885,0
34,10,1,0,1,2,0,0,7,4,98,1,999,1,0,-0.1,94.4692955,-46.70236533,1.934848989,5229.474663,0
40,4,1,3,0,2,0,0,7,4,162,1,999,0,1,-0.1,92.79233941,-36.75818296,5.084477092,5140.429678,0
58,5,1,0,0,2,0,0,7,4,341,1,999,0,1,-0.1,93.05061621,-35.81963407,2.971306134,5143.840539,0
30,1,1,3,0,0,0,0,7,4,332,1,999,1,0,-0.1,92.95503228,-36.37311302,2.651176624,5243.705316,0
34,6,1,4,0,0,0,0,7,4,126,2,999,0,1,-0.1,92.26253238,-35.90169486,4.843679098,5177.91407,0
49,4,0,4,0,0,2,0,7,4,187,5,999,1,0,-0.1,93.16078045,-39.97263558,3.655868755,5235.962712,0
40,9,2,4,0,0,0,0,7,4,281,3,999,0,1,-0.1,94.28383236,-44.90225021,6.972199782,5073.558983,0
44,7,1,1,0,0,0,0,7,4,37,1,999,1,0,-0.1,93.35258092,-46.25885951,3.744617491,5231.252049,0
32,8,2,4,0,0,0,0,7,4,138,1,999,0,1,-0.1,92.9279657,-37.89938808,4.631978069,5207.260591,0
48,1,2,0,0,0,0,0,7,4,141,2,999,0,1,-0.1,93.23714166,-40.16939293,3.424138542,5158.591172,0
32,8,2,4,0,2,0,0,7,4,135,1,999,0,1,-0.1,93.36880909,-40.18920521,4.47979403,5047.331032,0
31,2,1,4,0,2,0,0,7,4,274,2,999,0,1,-0.1,92.7824974,-47.05126192,1.991268406,5217.595628,0
47,4,1,0,0,0,0,0,7,4,169,1,999,0,1,-0.1,94.1962405,-42.01438811,2.418822196,5111.54265,0
53,1,1,0,0,2,0,0,7,4,205,2,999,1,0,-0.1,93.31445331,-42.1850707,0.118260657,5267.201852,0
36,1,1,0,1,0,0,0,7,4,83,1,999,1,0,-0.1,92.62422219,-29.7949758,3.477969171,5295.573942,0
30,0,0,1,0,0,0,0,7,4,113,1,999,0,1,-0.1,93.08001426,-43.10290302,2.482381143,5179.445921,0
30,0,0,1,0,2,0,0,7,4,114,1,999,0,1,-0.1,93.48632821,-43.78744386,-0.010397348,5352.352523,0
32,2,1,1,0,2,0,1,7,4,60,2,999,0,1,-0.1,93.20597809,-42.05944993,7.048890629,5194.544848,0
29,1,2,0,0,0,0,0,7,4,161,1,999,0,1,-0.1,93.04845938,-43.76185898,5.526842187,5217.015822,0
29,1,2,0,0,2,0,0,7,4,128,1,999,0,1,-0.1,94.7924147,-35.38306842,4.149933528,5111.966663,0
36,9,1,1,0,0,0,0,7,4,187,1,999,1,0,-0.1,93.12724126,-39.53810816,1.359372432,5085.695277,0
52,6,1,4,0,0,0,0,7,4,134,1,999,0,1,-0.1,94.40941736,-45.02717257,2.802778392,5162.927521,0
34,1,1,0,1,2,2,0,7,4,182,2,999,1,0,-0.1,93.28204946,-40.96997355,3.961182478,5212.061104,0
44,6,1,4,0,2,0,0,7,4,87,1,999,0,1,-0.1,93.25728892,-34.62104194,4.662350364,5168.580369,0
46,4,1,5,0,2,0,0,7,4,248,1,999,1,0,-0.1,93.98163626,-39.33567527,0.799261048,5090.483577,0
51,2,0,4,0,2,0,0,7,4,133,1,999,0,1,-0.1,92.33098829,-31.98434825,3.382591308,5135.32331,0
52,2,1,5,0,2,0,0,7,4,149,1,999,0,1,-0.1,92.5362763,-39.42247784,4.561979074,5172.428171,0
36,0,2,4,0,2,0,0,7,4,152,1,999,0,1,-0.1,93.29083177,-41.92731184,6.703163595,5244.917293,0
29,7,1,1,0,0,0,0,7,4,133,1,999,0,1,-0.1,93.46954647,-33.10854877,4.238838805,5121.908865,0
31,9,2,0,1,2,2,0,7,4,131,1,999,1,0,-0.1,93.2950773,-46.00731838,4.408718462,5207.717777,0
44,9,1,3,0,0,0,0,7,4,68,1,999,0,1,-0.1,94.12839309,-48.47405036,3.547947647,5309.273593,0
52,4,1,4,0,2,0,0,7,4,50,1,999,0,1,-0.1,93.51374823,-37.09567588,7.186985442,5183.404414,0
32,7,1,5,0,2,2,1,7,4,265,1,999,0,1,-0.1,93.32176407,-41.8107945,6.536390458,5196.441006,0
36,0,2,4,0,2,0,0,7,4,565,1,999,1,0,-0.1,93.5177115,-45.70023162,6.434377045,5184.966096,0
35,6,1,4,0,2,0,0,7,4,405,1,999,0,1,-0.1,93.35526718,-46.2469187,3.036479577,5040.937871,0
39,9,2,3,0,2,0,0,7,4,134,4,999,0,1,-0.1,94.17144691,-37.91168649,5.021287177,5117.12255,0
50,6,3,0,0,0,0,0,7,4,968,1,999,0,1,-0.1,93.63757035,-42.11178705,4.410120555,5201.594676,0
31,7,1,1,1,2,0,0,7,4,82,1,999,1,0,-0.1,93.96725456,-43.75064225,4.068998316,5121.089325,0
46,1,1,0,0,2,0,0,7,4,416,2,999,0,1,-0.1,94.24086165,-39.22815004,5.848957183,5085.848019,0
31,9,1,0,0,2,0,0,7,4,17,5,999,1,0,-0.1,92.91970615,-44.69425359,4.033979569,5191.324626,0
52,9,2,0,1,2,0,0,7,4,208,1,999,0,1,-0.1,93.62387176,-37.32715495,3.559088044,5201.598304,0
48,9,1,3,0,0,0,0,7,4,201,3,999,1,0,-0.1,92.85258155,-45.25509586,1.737994898,5236.710343,0
34,9,1,3,0,2,0,0,7,4,374,1,999,0,1,-0.1,93.53186302,-44.05275641,5.542867172,5075.306225,0
58,4,1,4,0,2,0,0,7,4,581,2,999,0,1,-0.1,94.602017,-45.07067946,5.914561761,5167.752699,0
48,0,2,1,0,2,0,0,7,4,105,1,999,1,0,-0.1,94.14862892,-36.09973328,5.415783036,5061.264931,0
55,9,1,0,0,0,0,0,7,4,1548,1,999,0,1,-0.1,93.89291993,-38.82631202,1.79798465,5288.431662,0
54,4,0,4,0,2,0,0,7,4,150,1,999,1,0,-0.1,93.94674622,-37.55778107,4.543383879,5196.528965,0
52,0,1,1,0,2,0,0,7,4,210,1,999,0,1,-0.1,94.00548028,-41.90676793,5.606826895,5198.774737,0
42,2,2,4,0,0,0,0,7,4,131,1,999,0,1,-0.1,93.32819417,-40.75813792,5.233421523,5192.427878,0
43,0,2,4,0,0,0,0,7,4,97,1,999,0,1,-0.1,92.4975492,-41.29498458,2.877387658,5248.415053,0
30,0,0,1,0,2,0,0,7,4,124,2,999,0,1,-0.1,93.00762756,-45.41296297,1.945999692,5239.518196,0
30,0,2,4,0,2,0,0,7,4,742,1,999,0,1,-0.1,92.90186909,-41.85700168,1.507088303,5262.928144,0
42,4,1,4,0,2,0,0,7,4,151,2,999,0,1,-0.1,94.28200344,-45.34874537,5.015447077,5027.271463,0
31,2,1,1,0,2,0,0,7,4,360,1,999,0,1,-0.1,93.3892868,-42.26315223,6.768199745,5169.192976,0
31,1,1,0,0,0,0,0,7,4,96,1,999,0,1,-0.1,92.9376404,-43.2151847,4.778633788,5148.10305,0
31,1,1,0,0,2,2,0,7,4,117,1,999,0,1,-0.1,94.52934643,-48.77637801,4.121721759,5047.466868,0
38,2,0,0,0,2,2,0,7,4,70,1,999,0,1,-0.1,93.17533966,-43.80211133,2.594757994,5130.30259,0
47,4,1,0,1,0,0,0,7,4,57,1,999,0,1,-0.1,93.6391543,-36.88853293,6.882477917,5113.442795,0
52,1,1,3,1,2,0,0,7,4,85,2,999,0,1,-0.1,92.93059954,-28.69331244,3.266666946,5122.326947,0
30,0,1,4,0,2,2,0,7,4,89,1,999,0,1,-0.1,93.09994508,-42.57166254,1.104660495,5148.128758,0
47,4,1,0,1,2,0,0,7,4,117,1,999,0,1,-0.1,94.84520593,-41.54787892,2.257276486,5178.899925,0
33,7,1,1,0,2,2,0,7,4,69,1,999,1,0,-0.1,93.71561498,-48.74888088,2.605654199,5134.901164,0
35,6,2,4,0,2,0,0,7,4,414,3,999,0,1,-0.1,93.56530105,-34.30094524,7.72602654,5162.064612,0
33,0,1,1,0,2,0,0,7,4,323,1,999,0,1,-0.1,93.48152402,-42.41556257,4.124459867,5024.144643,0
47,4,1,4,0,2,0,0,7,4,168,1,999,0,1,-0.1,93.53928798,-43.68204255,2.589816629,5235.327997,0
38,9,1,3,0,2,0,0,7,4,111,1,999,0,1,-0.1,93.09152566,-40.18085574,3.992700884,5273.847353,0
38,9,1,3,0,2,0,0,7,4,227,1,999,0,1,-0.1,94.04712091,-30.09787125,6.306964469,5160.82346,0
30,4,1,4,0,0,0,0,7,4,72,5,999,0,1,-0.1,93.17178082,-54.18533629,3.717704353,5146.946175,0
32,0,2,1,0,2,2,0,7,4,76,1,999,0,1,-0.1,94.28819402,-43.72001219,1.505827471,5197.477166,0
38,1,1,0,0,2,0,0,7,4,448,1,999,0,1,-0.1,93.84608419,-45.21207054,1.404665761,5199.101571,0
47,4,1,0,1,0,0,0,7,4,755,1,999,0,1,-0.1,94.49147092,-43.49188634,2.713010121,5026.213707,0
39,0,2,4,0,2,0,0,7,4,514,1,999,0,1,-0.1,94.38098568,-38.67551487,3.75441671,5112.479154,0
30,7,1,3,0,2,0,0,7,4,482,3,999,1,0,-0.1,93.7494315,-45.41951401,2.453939634,5298.175843,0
33,0,0,1,0,0,0,1,7,4,50,4,999,0,1,-0.1,93.51182064,-37.46276537,3.535632317,5177.756643,0
30,7,1,1,0,0,0,0,7,4,101,1,999,0,1,-0.1,93.85108742,-39.76608564,3.133823335,5011.134777,0
35,1,2,1,0,0,0,0,7,4,77,2,999,1,0,-0.1,94.05184945,-35.15143658,3.843603771,5224.162372,0
29,1,1,0,1,0,0,0,7,4,85,2,999,0,1,-0.1,93.46919865,-54.18749158,3.980488665,5163.904006,0
36,4,1,4,0,2,0,0,7,4,638,2,999,0,1,-0.1,93.87443653,-38.37089169,2.454188015,4971.929668,0
40,9,1,0,0,0,0,0,7,4,59,1,999,0,1,-0.1,92.83279979,-44.46181602,5.72386402,5137.720028,0
31,0,1,4,0,2,0,0,7,4,779,2,999,1,0,-0.1,94.04675683,-47.47102747,4.801292705,5176.911414,0
40,9,1,0,0,0,0,0,7,4,198,1,999,0,1,-0.1,93.75173749,-47.54532831,4.459115421,5019.914309,0
31,7,1,1,0,0,0,0,7,4,190,1,999,1,0,-0.1,93.93295744,-37.74777017,1.729918043,5142.121111,0
34,4,1,4,0,0,0,0,7,4,363,2,999,0,1,-0.1,92.47551367,-41.16991901,4.852149638,5201.696678,0
34,7,2,1,0,0,0,0,7,4,155,1,999,1,0,-0.1,93.86981011,-47.90625221,4.272951931,5227.828828,0
45,1,1,0,0,2,2,0,7,4,130,1,999,0,1,-0.1,93.42355193,-37.06173776,3.906314715,5060.036303,0
30,0,1,4,0,2,0,0,7,4,19,5,999,0,1,-0.1,92.50035045,-37.50595817,3.741609674,5213.716677,0
40,9,1,0,0,0,0,1,7,4,319,1,999,0,1,-0.1,93.65020243,-41.65881191,5.846919722,5134.546987,0
44,7,2,1,0,2,0,0,7,4,116,5,999,0,1,-0.1,92.86176081,-36.65407609,5.660595214,5171.186152,0
40,9,1,3,0,2,0,0,7,4,1283,1,999,0,1,-0.1,94.06874007,-35.31665177,3.022309969,5094.629697,0
35,4,2,4,0,2,2,0,7,4,293,2,999,1,0,-0.1,93.58286082,-39.29745464,3.54642307,5079.990465,0
30,7,1,3,0,2,0,0,7,4,622,2,999,0,1,-0.1,94.61324711,-43.37463498,1.325512971,5184.437173,1
32,2,1,0,0,2,0,1,7,4,62,1,999,0,1,-0.1,92.57595602,-38.78279513,6.623498533,5208.835942,0
30,7,2,1,0,0,0,0,7,4,148,1,999,0,1,-0.1,93.3926815,-47.02659821,1.802913552,5097.229482,0
32,2,1,0,0,2,0,0,7,4,111,1,999,0,1,-0.1,92.34474557,-34.74188267,4.264576117,5247.20254,0
52,5,1,4,1,0,0,0,7,4,172,1,999,1,0,-0.1,93.50504579,-41.2177919,1.344543881,5301.680421,0
32,7,1,3,0,2,0,0,7,4,186,1,999,0,1,-0.1,93.18834364,-47.10873404,4.7208958,5279.87454,0
38,9,2,0,0,2,0,0,7,4,164,1,999,0,1,-0.1,93.99777292,-38.61960467,3.123357376,5140.133686,0
35,1,1,0,0,0,0,0,7,4,220,2,999,0,1,-0.1,93.80763275,-40.92231779,5.096264139,5190.309223,0
38,9,2,0,0,0,0,0,7,4,296,1,999,0,1,-0.1,93.78091102,-37.38118292,5.406819499,5230.767029,0
40,0,2,4,0,0,0,0,7,4,267,2,999,0,1,-0.1,93.66569776,-41.55214268,4.512748688,5092.135948,0
36,9,1,3,0,2,0,0,7,4,231,2,999,0,1,-0.1,94.19963619,-54.65673531,4.532100956,5205.708008,0
29,7,2,1,0,2,0,0,7,4,178,1,999,1,0,-0.1,94.22605844,-34.41192844,5.722906711,5182.974949,0
32,2,1,0,0,2,0,0,7,4,547,7,999,0,1,-0.1,93.38946352,-42.38568873,5.023773872,5171.79152,0
35,9,2,3,0,0,0,0,7,4,161,1,999,0,1,-0.1,93.3087283,-44.04672336,6.211531876,5125.529782,0
30,0,0,1,0,0,0,0,7,4,59,2,999,1,0,-0.1,93.69701447,-46.18159718,4.172517773,5130.655565,0
51,0,1,1,0,2,0,0,7,4,121,3,999,0,1,-0.1,92.58011076,-40.83521699,2.218144607,5180.993586,0
35,9,2,3,0,0,0,0,7,4,477,1,999,0,1,-0.1,93.69583982,-42.68822143,-0.239079629,5225.177887,0
45,1,0,0,0,2,0,0,7,4,384,1,999,1,0,-0.1,93.63698572,-34.05252249,5.166601332,5230.962145,0
44,0,2,1,0,2,0,0,7,4,149,1,999,1,0,-0.1,92.78694514,-47.55208773,5.612641331,5211.708013,0
39,0,1,4,0,2,0,0,7,4,59,1,999,0,1,-0.1,93.6090584,-38.46299434,3.973391342,5164.784757,0
31,1,2,0,0,0,2,0,7,4,125,2,999,0,1,-0.1,93.0172439,-34.14799254,4.803303324,5142.997377,0
31,1,2,1,0,2,0,0,7,4,522,1,6,1,2,-0.1,92.86439696,-37.54948513,5.387033463,5092.219014,1
31,1,2,1,0,0,0,1,7,4,201,1,999,0,1,-0.1,93.24189372,-39.78795934,1.640058569,5101.527036,0
31,1,2,1,0,0,0,0,7,4,230,1,999,0,1,-0.1,93.96666168,-40.96997485,2.167689905,5294.039272,0
39,9,2,3,0,2,0,0,7,4,180,1,999,1,0,-0.1,93.01707692,-39.37331378,3.644716615,5201.692312,0
35,9,0,3,0,0,2,0,7,4,98,1,999,0,1,-0.1,92.19678948,-40.65797575,0.081456435,5222.716808,0
34,11,0,0,0,0,0,0,7,4,73,1,999,0,1,-0.1,94.16614076,-43.663364,1.57577427,5152.799489,0
45,4,1,4,0,0,2,0,7,4,391,2,999,0,1,-0.1,93.69644969,-42.4625895,4.298370555,5265.616109,0
30,0,0,1,0,0,0,0,7,4,131,2,999,0,1,-0.1,93.54341296,-45.37049819,3.619059592,5328.155795,0
34,0,1,4,0,2,0,0,7,4,174,1,999,0,1,-0.1,93.06179996,-37.99002022,2.457276699,5126.601267,0
34,0,1,4,0,2,2,0,7,4,147,1,999,0,1,-0.1,93.38370365,-38.40929313,4.704150343,5191.686898,0
30,1,1,0,0,2,0,0,7,4,126,2,999,0,1,-0.1,93.05014239,-56.28765137,8.53744835,5184.052993,0
32,7,2,1,0,0,0,0,7,4,265,1,999,0,1,-0.1,92.74295063,-40.15022121,0.739641439,5134.306143,0
55,0,0,1,0,0,0,0,7,4,67,3,999,0,1,-0.1,94.44686487,-37.27740464,2.864727531,5246.91734,0
50,3,0,1,0,0,0,0,7,4,136,2,999,1,0,-0.1,92.96439391,-41.18453937,9.859660925,5378.442946,0
33,6,2,0,0,0,0,0,7,4,174,1,999,1,0,-0.1,94.1801957,-42.20371145,3.076264815,5190.147172,0
47,10,1,1,1,0,0,0,7,4,101,1,999,0,1,-0.1,92.89960629,-37.14677401,3.381994088,5277.825034,0
